product_id,brand_id,product_name,description,ingredients,highlights
pimprod2033818,3,Vice Lip Bond Glossy Longwear Liquid Lipstick,"BenefitsA long-lasting liquid lipstick: Say see ya later to touch-ups and hello to glamorous lip color that stays on for up to 16 hours, even when everything else comes off...Moisturizing: Give your lips a hydrating boost with our oil-based formula.Vibrant Shades: Bold and brave, our liquid lip comes in a wide shade range that lasts you all day (or night).Transfer-proof, food + drink resistant: Our PDA-Approved color is ready to withstand your best vices.FeaturesBi-phase formula: Shake lipstick for 5 seconds to activate bold color + instant shine with one-swipe applicationVegan formula*, cruelty-free *Vegan formula: No animal derived ingredientsResearch Results94% - provides intense color saturation89% - feels lightweight on lips87% - does not flake84% - does not crack84% - does not bleed","Isododecane, Dimethicone, Trimethylsiloxysilicate, Polymethylsilsesquioxane/Trimethylsiloxysilicate, Polypropylsilsesquioxane, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Trimethylsiloxyphenyl Dimethicone, Trimethyl Pentaphenyl Trisiloxane, Bis-Stearyl Dimethicone, Dimethiconol, Trihydroxystearin, Phenoxyethanol, Ethylhexylglycerin, Triethoxycaprylylsilane, Alumina, Silica, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Tocopherol","Clean Ingredients, Cruelty Free, Vegan"
pimprod2033906,18,Petal Soft Lipstick Crayon,"BenefitsSheer, easy to apply color kisses your lips for a care-free effortless lookSmoothes the look & feel of lips for 12 hours of comfortable weightless wearNourishing fruit blend of raspberry seed oil & mango butter lock in 24 hours of instant and overtime lip softening hydrationKey IngredientsSoft Focus Flex Powders blur for a smooth, matte lip lookGel wrapped pigments for comfortable, non-drying color instantly & over timePower Care Blend improves lip texturePlant-derived emollient blend of coconut & glycerin is lightweight and moisturizingRaspberry seed oil creates a lipid barrier for moisture retentionMango butter moisturizes skin & helps to reduce fine lines and wrinklesShea butter conditions & helps to restore skin elasticityPlant-derived vitamin C for strong skin affinity & fatty acids increase penetrationFormulated WithoutFragranceParabensPhthalatesMineral oilSulfatesAlcoholFormaldehyde","Caprylic/Capric Triglyceride, Trimethylolpropane Triisostearate, Polyethylene, Mica, Cetyl Ethylhexanoate, Pentaerythrityl Tetraisostearate, Silica, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, C20-40 Alcohols, Isododecane, Hydrogenated Polycyclopentadiene, Silica Dimethyl Silylate, Disteardimonium Hectorite, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Mangifera Indica (Mango) Seed Butter, Rubus Idaeus (Raspberry) Seed Oil, Tetrahexyldecyl Ascorbate, Propylene Carbonate, Cetyl Alcohol, Citric Acid. May Contain/Peut Contenir (+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 (Ci 45410), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).",
pimprod2033931,56,MINERALIST Lasting Matte Liquid Lipstick,"BenefitsDelivers rich, velvety color in one swipeWeightless whipped formula glides on easilyNon-drying liquid lipstick sets quickly and comfortablyProvides up to 6 hours of transfer-resistant wearLip-loving ingredients lock in moisture for softer, smoother lipsLips look visibly smoother instantlyClinically shown to improve lip smoothness over timeKey IngredientsPOMEGRANATE EXTRACT: Seals in moisture for softer, smoother lipsSEA BUCKTHORN FRUIT OIL: Omega-packed to keep lips feeling nourished and moisturizedMINERAL PIGMENTS: Provide rich, true colorFormulated WithoutSulfatesParabensSynthetic FragranceTalc","Isododecane, Caprylic/Capric Triglyceride, Trimethylsiloxysilicate, Silica, Hydrogenated Polyisobutene, Bis-Diglyceryl Polyacyladipate-2, Isobutylmethacrylate/Bis-Hydroxypropyl Dimethicone Acrylate Copolymer, Disteardimonium Hectorite, Tribehenin, Euphorbia Cerifera (Candelilla) Wax(Candelilla Cera/Cire De Candelilla), Simmondsia Chinensis (Jojoba) Seed Oil, Propylene Carbonate, Tocopheryl Acetate, Punica Granatum Flower Extract, Polyglyceryl-3 Diisostearate, Flavor (Aroma), Ethylhexylglycerin, Hippophae Rhamnoides Oil, Linalool. May Contain/Peut Contenir (+/-): Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Red 6 (CI 15850), Titanium Dioxide (CI 77891).","Cruelty Free, Vegan"
pimprod2033934,59,Cocoa Bold Cream Lipstick,"FeaturesThese fully-loaded nude cocoa colors were designed to be universally flattering, delivering insane payoff and a bold, buttery texture in a completely addicting formulaCruelty FreeFormulated WithoutParabens","Octyldodecanol, Pentaerythrityl Tetraisostearate, Polybutene, Polyglyceryl-2 Triisostearate, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Euphorbia Cerifera (Candelilla) Wax\Candelilla Cera\Cire De Candelilla, Bis-Diglyceryl Polyacyladipate-2, Silica, Ozokerite, Dicalcium Phosphate, Fragrance (Parfum), Caprylic/Capric Triglyceride, Cymbidium Grandiflorum Flower Extract, Polyhydroxystearic Acid, Disteardimonium Hectorite, Benzyl Alcohol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, [+/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Yellow 6 Lake (CI 15985), Red 7 Lake (CI 15850), Red 6 (CI 15850)].",Cruelty Free
pimprod2034060,19,Everlasting Hyperlight Vegan Transfer,"BenefitsAll-day transfer-proof wearExtreme hyperlight comfort with a non-drying feelFeather-resistant matte finishUltra-thin, flexible formula helps prevent caking & flakingSlim precision tip for complete controlIn petal-soft neutrals & intoxicating pops named after poisonous plants and bizarre blooms100% veganFeatures100% of wearers agreed that this lipstick felt comfortable even after 8 hours**In a consumer study on 32 volunteersKey IngredientsRaspberry stem cells nourish lips & help provide all-day comfort","Torch Ginger: Dimethicone, Trimethylsiloxysilicate, Trisiloxane, Isododecane, Mica, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Isononyl Isononanoate, Cetyl Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Illite, Alcohol Denat., C30-45 Alkyl Dimethicone, Caprylic/Capric Triglyceride, Ethyl Vanillin, Laureth-4, Aqua/Water/Eau, Rubus Idaeus (Raspberry) Leaf Extract, BHT, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090).",
pimprod2034177,44,Smooth Whip Blurring Matte Lip Cream,"BenefitsSay goodbye to texture and lines with Smooth Whip Matte LipstickIts giving all day blurring sensation while nourishing your lips for all day wear that will not crack!Designed with a scoop applicator that hugs your lips for perfect application each time!Get your smooth on with 12 vibrant, lip smacking shades that deliver maximum color payoff in just one swipeSmooth lines! Smooth lips! Smooth on smooth! Smooth color! Vibrant Lip Smoothers! You're going to want to whip it real good!Cruelty freeKey IngredientsInfused with shea and cocoa butter, this lightweight formula leaves lips feeling moisturized.","Dimethicone, Talc, Dimethicone Crosspolymer, CI 77891 / Titanium Dioxide, Polyglyceryl-2 Triisostearate, Isododecane, CI 77492 / Iron Oxides, CI 77491 / Iron Oxides, Isobutylmethacrylate/Bis-Hydroxypropyl Dimethicone Acrylate Copolymer, 1,2-Hexanediol, Theobroma Cacao Seed Butter / Cocoa Seed Butter, Butyrospermum Parkii Butter / Shea Butter, Tribehenin, Sorbitan Isostearate, Barium Sulfate, Aluminum Hydroxide, Ethylhexylglycerin, Sorbic Acid, Phenoxyethanol, CI 15850 / Red 7 Lake, CI 77499 / Iron Oxides, Parfum / Fragrance.","Clean Ingredients, Cruelty Free, Give Back"
pimprod2034973,22,Lip Blush Kit,"BenefitsLip Blush: Smoothes lip lines while delivering a soft-matte finish, buildable, customizable coverage, long-lasting, 24-hour wearLip Liner: Transfer-proof, long-lasting, 24-hour wear, pairs well with all lip textures: Matte, Velvet, Blush, GlossFeaturesLip Blush: In a study of 50 women:98% agreed the product smoothens lips for a blotted lip effect96% agreed the product doesn't dry out the lips90% agreed the formula nourishes the lipsGluten-Free","Lip Liner SISTER SISTER: Dimethicone, Trimethylsiloxysilicate, Synthetic Wax, Dicalcium Phosphate, Mica, Phenylpropyldimethylsiloxysilicate, Polyethylene, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Polyhydroxystearic Acid, Caprylyl Methicone, Disteardimonium Hectorite, Caprylic/Capric Triglyceride, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Tocopherol, Propylene Carbonate, Rubus Idaeus (Raspberry) Leaf Extract, [May Contain/Peut Contenir/+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Blue 1 Lake (CI 42090), Red 7 Lake (CI 15850), Yellow 6 Lake (CI 15985), Yellow 5 Lake (CI 19140)].Lip Blush SISTER SISTER: Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Lauryl Dimethicone, Trimethylsiloxysilicate, C30-45 Alkyl Dimethicone, Stearyl Dimethicone, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polysilicone-11, Phenyl Trimethicone, Synthetic Wax, C12-15 Alkyl Benzoate, Mica, Octyldodecanol, Disteardimonium Hectorite, Laureth-4, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Propylene Carbonate, Aroma/Flavor, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Synthetic Fluorphlogopite, Dicalcium Phosphate, Tin Oxide, [May Contain/Peut Contenir/+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090)].","Clean Ingredients, Vegan"
pimprod2035245,25,Powermatte Long,"BenefitsBold color sets to a smooth, matte finish with a lightweight feel10 high-intensity shades for strong lip looks that last for 10 hoursFeaturesTransformative cream-to-matte textureTransfer-resistant, high-intensity colorKey IngredientsPower Pigment Complex: a dynamic blend of pure pigments suspended in rich, emollient oils and color-locking ingredients - to saturate lips with dense color that glides on effortlessly and wears comfortably","132 Dragon Girl: Isododecane, Synthetic Wax, Polyglyceryl-2 Triisostearate, Caprylyl Methicone, Octyldodecanol, Hydrogenated Microcrystalline Wax, Lauroyl Lysine, Trimethylsiloxysilicate, Polyethylene, Hydrogenated Styrene/Isoprene Copolymer, Polysilicone-11, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Dicalcium Phosphate, Polyhydroxystearic Acid, Tocopheryl Acetate, [+/-(May Contain/Peut Contenir): Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Yellow 6 Lake (CI 15985)].",Clean Ingredients
pimprod2035955,6,Powder Kiss Velvet Blur Slim Moisturizing Matte Lipstick,"BenefitsDesigned for all-day wear + care, the moisture matte lipstick formula hydrates your lips instantly and over time. Lightweight, velvety texture stays in place and color-trueLips are more moisturized and look more smooth and supple with continued useImmediately blurs and smooths, reduces appearance of lip linesIn a range of matte shades: neutral nude, pigmented pink, to iconic redFeaturesThe more you Powder Kiss, the softer, smoother, suppler your lips will beProvides color-true wear, 12 hoursNon-bleeding, 12 hoursNon-feathering, 12 hoursSettle- and crease-resistant, 12 hoursNon-flaking, 12 hoursFade-resistant, 12 hours","Dimethicone, Hydrogenated Polyisobutene, Cetearyl Ethylhexanoate, Dicalcium Phosphate, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Caprylic/Capric Triglyceride, Polyethylene, Dimethicone/Vinyl Dimethicone Crosspolymer, Trimethylolpropane Triisostearate, Ethylhexyl Isononanoate, Silica, Kaolin, Synthetic Wax, Bis-Diglyceryl Polyacyladipate-2, Sodium Hyaluronate, Stearalkonium Hectorite, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera \Cire De Carnauba, Mica, Propylene Carbonate, Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht, [+/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 21 (CI 45380), Red 30 (CI 73360), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)].",
pimprod2036226,10,Colour Riche Intense Volume Matte Lipstick,"FeaturesDiscover the powdery matte lipstick that lasts for up to 16hr. All day matte finish that does not look flatSlim bullet for precise application. Can be used to line your lips for contour or fill your lips with intense matte color.Color that doesn't smudge, bleed, migrate or feather.Available in multiple saturated shades that flatter a variety of skin tones. Find your shade today.BenefitsInfused with hyaluronic acid. Lips feel comfortable and look fuller all day long.","103 Le Rosy Confident: Dimethicone, Bis-Diglyceryl Polyacyladipate-2, Phenyl Trimethicone, Tridecyl Trimellitate, Hydrogenated Polyisobutene, Hydrogenated Jojoba Oil, Dimethicone Crosspolymer, Isostearyl Isostearate, Kaolin, Paraffin, Isohexadecane, Nylon-12, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Polyethylene, Argania Spinosa Kernel Oil, Synthetic Wax, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Ethylhexyl Palmitate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Serica Powder/Silk Powder/Poudre De Soie, Perlite, Alumina, Citronellol, Trihydroxystearin, Limonene, Geraniol, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Benzyl Alcohol, Sodium Hyaluronate, Magnesium Silicate, Silica, Tocopherol, Tin Oxide, Glucomannan, Parfum/Fragrance. May Contain (+/-): Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Mica, Ci 77891/Titanium Dioxide, Ci 15850/Red 7, Ci 15985/Yellow 6 Lake, Ci 45410/Red 28 Lake, Ci 19140/Yellow 5 Lake, Ci 45380/Red 22 Lake, Ci 42090/Blue 1 Lake. Fil N281335/1",
pimprod2036479,1,ColorStay Suede Ink Lipstick,"Benefits8HR wear. No-transfer formula stays where it belongs - on your lipsPowerful pigment blend delivers opaque matte color in one coatBuilt-in, dual-function primer extends wear and prevents transfer, for a long-lasting, smudge-proof finishKey IngredientsInfused with antioxidant Vitamin E to help condition, protect and nourish your lipsFormulated WithoutParabensMineral oilSulfates","Isododecane, Dimethicone, Polyethylene, Trimethylsiloxysilicate, Mica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Diisostearyl Malate, Disteardimonium Hectorite, Peg-10 Dimethicone, Polyisobutene, Propylene Carbonate, Tocopheryl Acetate, Parfum (Fragrance), Benzyl Benzoate, Limonene, Linalool May Contain (+/-): [Iron Oxides (CI 77499), Orange 5 (CI 45370), Red 27 (CI 45410), Red 28 Lake (CI 45410), Red 33 Lake (CI 17200), Red 6 (CI 15850), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140).] B02401",
pimprod2036491,6,Chili's Crew Retro Matte Liquid Lipstick,"BenefitsLong-wearing, 8 hoursColour wears evenly and smoothly, 8 hoursNon-feathering, 8 hoursFade-resistant, 8 hoursWaterproofNon-bleedingNon-cakingFeaturesFor those who prefer timeless glamor to all-out flash, matte lipstick reigns supremeFormulated WithoutOilPhthalatesParabenRetinyl PalmitateMineral OilPetrolatumFormaldehydePolyethyleneHydroquinoneTriclosanCoal TarToluene","Isododecane, Dimethicone, Trimethylsiloxysilicate, Polybutene, Petrolatum, Cyclohexasiloxane, Kaolin, Disteardimonium Hectorite, Beeswax\Cera Alba\Cire D'Abeille, Silica Dimethyl Silylate, Tocopherol, Persea Gratissima (Avocado) Oil, Cyclopentasiloxane, Glyceryl Behenate/Eicosadioate, Tin Oxide, Propylene Carbonate, Caprylyl Glycol, Hexylene Glycol, Flavor (Aroma), Phenoxyethanol, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Blue 1 Lake (CI 42090), Carmine (CI 75470), Red 6 (CI 15850), Red 28 (CI 45410), Red 30 (CI 73360), Red 7 Lake (CI 15850), Red 22 Lake (CI 45380), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)].",
pimprod2036492,6,Chili's Crew Lustreglass Lipstick,"BenefitsProvides immediate and long-term moistureConditions lips instantly and over timeLips look visibly fuller and healthier immediatelyHelps lips feel softer, smoother and more suppleLong-wearing color, 8 hoursLong-wearing shine, 6 hoursLightweight, buildable coverageComfortable formulaWeightless feelKey IngredientsInfused with Raspberry seed, Jojoba, coconut and extra virgin olive oils to nourish lipsShea butter conditionsHyaluronic acid helps moisturize","Diisostearyl Malate, Caprylic/Capric Triglyceride, Ricinus Communis (Castor) Seed Oil, Hydrogenated Polydecene, Bis-Diglyceryl Polyacyladipate-2, Polyethylene, Trioctyldodecyl Citrate, Polybutene, Silica, Ozokerite, Euphorbia Cerifera (Candelilla) Wax\Candelilla Cera\Cire De Candelilla, Octyldodecanol, Calcium Aluminum Borosilicate, Tocopheryl Acetate, Sodium Hyaluronate, Squalane, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Glycine Soja (Soybean) Seed Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Olea Europaea (Olive) Fruit Oil, Rubus Idaeus (Raspberry) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Triticum Vulgare (Wheat) Germ Extract, C12-15 Alkyl Benzoate, Ceramide Ng, Tribehenin, Palmitoyl Hexapeptide-12, Titanium/Titanium Dioxide, Alumina, Synthetic Fluorphlogopite, Aluminum Calcium Sodium Silicate, Calcium Sodium Borosilicate, Tin Oxide, Peg-10 Phytosterol, Linoleic Acid, Ethylhexyl Hydroxystearate, Phytosteryl Isostearate, Hydrogenated Castor Oil, Vanillin, Tetrahexyldecyl Ascorbate, Phenoxyethanol, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Bronze Powder (CI 77400), Blue 1 Lake (CI 42090), Carmine (CI 75470), Copper Powder (CI 77400), Red 6 (CI 15850), Red 7 (CI 15850), Red 21 (CI 45380), Red 27 (CI 45410), Red 28 (CI 45410), Red 30 (CI 73360), Red 33 (CI 17200), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 21 Lake (CI 45380), Red 27 Lake (CI 45410), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 (CI 19140), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)].",
pimprod2036757,22,Velvet Lip Kit,"BenefitsLip Liner: Ultra-creamy formula smoothly glides on lips. Long-lasting, 24-hour wear lip liner. Ideally pairs with all lip textures: Matte, Velvet, Gloss.Velvet Liquid Lipstick: Velvety, demi-matte finish. Creamy, lightweight formula effortlessly glides on lips. Comfortable to wear thanks to its non-drying texture. Soft doe-foot applicator delivers high color payoff in just one swipe.FeaturesClean*, Vegan**, Cruelty Free, Gluten Free, Light Vanilla Scent **Does not contain animal oils, parabens and gluten, along with a long list of over 1,600 other potentially harmful and irritating ingredients. *Formulated without any ingredients from animal origin.","BARE 700: Isohexadecane, Isododecane, Dipentaerythrityl Pentaisononanoate, Mica, Polyglyceryl-3 Diisostearate, Hydrogenated Polyisobutene, Hydrogenated Styrene/Isoprene Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone, Dicalcium Phosphate, Polybutene, Disteardimonium Hectorite, Alcohol, Ethylene/Propylene/Styrene Copolymer, Aroma/ Flavor, Tocopheryl Acetate, Laureth-4, Aqua/Water/Eau, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-di-tbutyl Hydroxyhydrocinnamate, Calcium Aluminum Borosilicate, Aluminum Calcium Sodium Silicate, Calcium Titanium Borosilicate, Alumina, Calcium Sodium Borosilicate, Silica, Synthetic Fluorphlogopite, Tin Oxide, [May Contain/Peut Contenir/ +/-:Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140)].","Clean Ingredients, Vegan"
pimprod2036809,21,Addict Shine Lipstick,"BenefitsDresses lips in high-shine, intense color with 24-hour hydration**.FeaturesComposed with jasmine wax and plum oil, Dior Addict shine lipstick delivers 24-hour hydration** and 6 hours of radiant color***. Available in a wide range of trendy shades, this refillable lipstick offers vibrant color, hydration and glossy shine.","Rose Celestial: Methyl Hydrogenated Rosinate, Squalane, Polyglyceryl-2 Triisostearate, Helianthus Annuus (Sunflower) Seed Wax, Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Styrene/Methylstyrene/Indene Copolymer, Sorbitan Olivate, Stearyl Heptanoate, Trimethylolpropane Triisostearate, Cera Alba (Beeswax), Stearyl Caprylate, Sucrose Tetrastearate Triacetate, Oryza Sativa (Rice) Bran Wax, Calcium Aluminum Borosilicate, Jasminum Officinale (Jasmine) Flower Wax, Prunus Domestica Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), Propyl Gallate, Tocopherol, Tocopheryl Acetate, Jasminum Grandiflorum (Jasmine) Flower Extract. May Contain: CI 77491, CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide), CI 15985 (Yellow 6 Lake), CI 15850 (Red 7), CI 42090 (Blue 1 Lake).",
pimprod2036844,21,Rouge Dior Forever Liquid Lipstick,"BenefitsThis transfer-proof liquid lipstick doesn't settle into lip lines, fade, smudge, or feather. The ultra-lightweight formula provides intense color that lasts 12 hours and remains comfortable, even with the stresses of everyday life.","Forever Grace: Dimethicone, Trimethylsiloxysilicate, Isododecane, Cera Microcristallina (Microcrystalline Wax), Mica, Cetyl Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, C30-45 Alkyl Dimethicone, Alcohol, Laureth-4, Aqua (Water), BHT. May Contain: CI 77491, CI 77492 (Iron Oxides), CI 77891 (Titanium Dioxide), CI 15850 (Red 6, Red 7), CI 45410 (Red 28 Lake), CI 42090 (Blue 1 Lake).",
pimprod2036864,21,Rouge Dior Forever Transfer,"BenefitsThe first transfer-proof bullet lipstick from Dior makeup, Rouge Dior Forever dresses the lips in ultra-pigmented color and an intense matte finish. Concentrated in floral lip care ingredients, the formula delivers weightless long wear and luxurious comfort.Key IngredientsRed peony extract helps maintain deep hydration.Jojoba derivative helps optimize comfort.","Forever Nude Touch: Alkane, Isododecane, Helianthus Annuus (Sunflower) Seed Wax, Bis-Hydroxypropyl Dimethicone/Smdi Copolymer, Silica, Jojoba Esters, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax), Cera Alba (Beeswax), Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Parfum (Fragrance), Sodium Myristoyl Glutamate, Punica Granatum Flower Extract, Aluminum Hydroxide, Lauroyl Lysine, Disteardimonium Hectorite, Polyglyceryl-3 Diisostearate, Ammonium Glycyrrhizate, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isostearic Acid, Paeonia Officinalis Flower Extract, Lecithin, Polyglyceryl-3 Polyricinoleate, Tocopherol. May Contain: CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 15985 (Yellow 6 Lake), CI 42090 (Blue 1 Lake), CI 15850 (Red 7).",
pimprod2036872,21,Addict Lipstick Fashion Case,Refillable Dior Lipstick cases add the ultimate couture touch to your Dior Addict Lipstick. Choose from styles inspired by couture creations from the House of Dior.,,
pimprod2036929,60,IRL Whipped Lip Crème,BenefitsFull coverage colorNon-drying velvet mousse formulaBlurring soft matte lip effect,"Dimethicone, Polyglyceryl-2 Triisostearate, Dimethicone Crosspolymer, Talc, Tribehenin, Isododecane, Isobutylmethacrylate/Bis-Hydroxypropyl Dimethicone Acrylate Copolymer, Sorbitan Isostearate, Phenoxyethanol, Tocopheryl Acetate, Aroma (Flavor), Butyrospermum Parkii (Shea) Butter, Theobroma Cacao (Cocoa) Seed Butter, Eugenol, Cinnamal, Linalool, CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides).",
